ticker,cross_date,price,wma200,pct_below,return_3mo,return_6mo,return_12mo,return_24mo,max_drawdown_12mo,fcf,fcf_prior,fcf_change_pct,fcf_positive,fcf_growing,fcf_category,market_cap,fcf_yield,yield_bucket
FDX,2025-08-30,224.21,225.77,-0.69,21.22,59.52,,,,2981000000.0,3136000000.0,-4.9,True,False,positive_declining,52716886575.36,5.65473455216023,strong (5-8%)
FDX,2025-10-04,222.58,225.98,-1.5,39.77,,,,,2981000000.0,3136000000.0,-4.9,True,False,positive_declining,52333636385.28001,5.696145358701793,strong (5-8%)
UPS,2023-09-09,139.65,139.73,-0.05,2.72,-2.23,-16.94,-41.45,-18.9,9335000000.0,,,True,,positive_unknown_trend,103879466799.15001,8.986376506965652,very_strong (8-12%)
UPS,2023-12-16,139.32,142.8,-2.44,-0.14,-11.74,-16.75,-27.85,-18.71,9335000000.0,,,True,,positive_unknown_trend,103633994374.92,9.007662067167336,very_strong (8-12%)
SNPS,2025-03-29,388.13,416.57,-6.83,41.38,20.88,,,,1267529000.0,1511452000.0,-16.1,True,False,positive_declining,74350969539.51,1.704791488060471,low (0-3%)
SNPS,2025-04-12,413.32,418.09,-1.14,41.48,8.3,,,,1267529000.0,1511452000.0,-16.1,True,False,positive_declining,79176416999.64,1.6008920939245879,low (0-3%)
SNPS,2025-09-06,425.45,441.74,-3.69,6.46,-3.01,,,,1267529000.0,1511452000.0,-16.1,True,False,positive_declining,81500064387.15,1.5552490780606667,low (0-3%)
SNPS,2025-10-04,438.92,444.16,-1.18,19.65,,,,,1267529000.0,1511452000.0,-16.1,True,False,positive_declining,84080404890.84,1.5075200953725294,low (0-3%)
SNPS,2025-11-01,393.43,445.89,-11.77,8.5,,,,,1349154000.0,1267529000.0,6.4,True,True,positive_growing,75366248282.61,1.7901302383275242,low (0-3%)
SNPS,2026-01-31,426.88,455.64,-6.31,,,,,,1349154000.0,1267529000.0,6.4,True,True,positive_growing,81773998085.76,1.649856961359628,low (0-3%)
NKE,2022-06-11,100.52,104.27,-3.59,-2.72,-0.71,7.11,-10.68,-22.34,4430000000.0,,,True,,positive_unknown_trend,119769142738.0,3.698782423191264,moderate (3-5%)
NKE,2022-06-25,94.75,104.53,-9.35,-17.61,16.33,10.41,-23.53,-17.61,4430000000.0,,,True,,positive_unknown_trend,112894212837.5,3.924027537511196,moderate (3-5%)
NKE,2022-08-20,101.4,105.81,-4.17,-1.86,9.66,-7.61,-20.31,-23.02,4430000000.0,,,True,,positive_unknown_trend,120817658910.0,3.666682536283884,moderate (3-5%)
NKE,2023-05-13,108.42,111.97,-3.17,-8.37,-7.05,-18.58,-43.22,-21.53,4430000000.0,,,True,,positive_unknown_trend,129181958373.0,3.429271436812266,moderate (3-5%)
NKE,2023-12-16,103.1,114.29,-9.79,-12.81,-9.38,-27.56,-43.43,-32.34,4872000000.0,4430000000.0,10.0,True,True,positive_growing,122843201515.0,3.9660314448944862,moderate (3-5%)
PNC,2023-03-04,121.67,130.67,-6.88,-4.83,-12.64,14.97,42.56,-17.64,9083000000.0,,,True,,positive_unknown_trend,49078140201.41,18.50722126536296,exceptional (>12%)
PNC,2025-03-29,147.72,148.63,-0.61,29.73,32.11,,,,7880000000.0,10111000000.0,-22.1,True,False,positive_declining,59585952745.56,13.22459344343902,exceptional (>12%)
BK,2023-03-11,39.18,39.72,-1.36,5.8,8.12,32.46,104.35,-4.86,13722000000.0,,,True,,positive_unknown_trend,26964733154.76,50.88869198610148,exceptional (>12%)
BK,2023-04-22,39.19,39.86,-1.67,6.56,-0.46,39.51,96.56,-4.89,13722000000.0,,,True,,positive_unknown_trend,26971615424.579998,50.8757068643903,exceptional (>12%)
BK,2023-06-17,39.77,39.95,-0.45,0.6,22.49,42.1,127.02,-2.98,13722000000.0,,,True,,positive_unknown_trend,27370787074.140003,50.13374282161065,exceptional (>12%)
BK,2023-07-08,39.48,40.02,-1.33,-2.27,31.49,57.42,133.91,-2.27,13722000000.0,,,True,,positive_unknown_trend,27171201249.359997,50.50199979775725,exceptional (>12%)
BK,2023-09-16,40.01,40.18,-0.43,21.76,34.62,73.77,169.18,-3.56,13722000000.0,,,True,,positive_unknown_trend,27535961549.82,49.83301554649977,exceptional (>12%)
JCI,2023-09-23,51.35,51.82,-0.92,9.07,24.31,47.74,108.41,-9.4,1503000000.0,,,True,,positive_unknown_trend,31429599678.100002,4.782116270629063,moderate (3-5%)
JCI,2023-12-09,50.6,52.59,-3.78,21.33,34.08,61.23,126.78,0.0,1775000000.0,1503000000.0,18.1,True,True,positive_growing,30970550023.600002,5.731251135828795,strong (5-8%)
JCI,2024-01-13,52.65,53.19,-1.01,18.15,28.67,52.86,117.67,0.0,1775000000.0,1503000000.0,18.1,True,True,positive_growing,32225285745.899998,5.508097008032991,strong (5-8%)
JCI,2024-01-27,52.9,53.5,-1.11,15.22,25.21,46.24,125.42,0.0,1775000000.0,1503000000.0,18.1,True,True,positive_growing,32378302297.399998,5.4820663038362385,strong (5-8%)
USB,2023-03-04,35.22,40.2,-12.4,-18.02,-8.55,12.45,21.62,-27.32,21119000000.0,,,True,,positive_unknown_trend,54670321638.72,38.62973431830437,exceptional (>12%)
USB,2024-01-27,37.38,38.24,-2.25,2.55,6.19,22.4,50.09,-3.84,8393000000.0,21119000000.0,-60.3,True,False,positive_declining,58023186338.880005,14.464907099347013,exceptional (>12%)
USB,2024-03-09,38.52,38.58,-0.15,-6.67,8.58,4.48,32.4,-6.67,8393000000.0,21119000000.0,-60.3,True,False,positive_declining,59792753819.520004,14.036817948431759,exceptional (>12%)
USB,2024-04-06,38.5,38.79,-0.77,2.52,13.9,-4.68,,-8.37,8393000000.0,21119000000.0,-60.3,True,False,positive_declining,59761708776.0,14.044109801911464,exceptional (>12%)
USB,2024-08-03,39.44,39.57,-0.34,20.68,14.7,11.47,,-10.56,8393000000.0,21119000000.0,-60.3,True,False,positive_declining,61220825821.439995,13.709387103792887,exceptional (>12%)
USB,2025-03-08,40.24,40.4,-0.39,3.53,19.63,26.73,,-12.35,11350000000.0,8393000000.0,35.2,True,True,positive_growing,62462627562.240005,18.170865432598802,exceptional (>12%)
USB,2025-03-29,35.27,40.25,-12.36,31.7,33.54,,,,11350000000.0,8393000000.0,35.2,True,True,positive_growing,54747934247.520004,20.73137581536081,exceptional (>12%)
SHW,2023-02-11,221.4,222.21,-0.37,2.38,19.14,36.92,59.41,-7.07,1275400000.0,,,True,,positive_unknown_trend,54857333413.8,2.3249398405485717,low (0-3%)
SHW,2023-04-29,224.78,226.42,-0.72,18.82,9.23,36.13,58.58,-1.48,1275400000.0,,,True,,positive_unknown_trend,55694812126.26,2.2899798945522454,low (0-3%)
SHW,2023-10-14,232.6,235.83,-1.37,28.19,29.3,64.82,41.55,-0.7,1275400000.0,,,True,,positive_unknown_trend,57632410804.2,2.212990888639096,low (0-3%)
REGN,2024-11-16,733.05,743.19,-1.36,-5.1,-20.18,2.86,,-33.38,3667600000.0,3398000000.0,7.9,True,True,positive_growing,76165844913.0,4.8152817108367865,moderate (3-5%)
REGN,2024-12-07,726.39,747.02,-2.76,-8.69,-27.43,1.93,,-32.77,3667600000.0,3398000000.0,7.9,True,True,positive_growing,75473853197.4,4.859431239594304,moderate (3-5%)
REGN,2025-11-29,717.5,758.62,-5.42,5.9,,,,,3538900000.0,3667600000.0,-3.5,True,False,positive_declining,74550158550.0,4.747005330144935,moderate (3-5%)
REGN,2026-01-10,732.16,762.62,-3.99,,,,,,3765200000.0,3538900000.0,6.4,True,True,positive_growing,76073371545.59999,4.9494322697963495,moderate (3-5%)
REGN,2026-02-28,759.86,765.7,-0.76,,,,,,3765200000.0,3538900000.0,6.4,True,True,positive_growing,78951475227.6,4.7690052518280925,moderate (3-5%)
MCO,2023-10-21,296.05,296.17,-0.04,29.19,25.11,54.53,65.11,0.0,1191000000.0,,,True,,positive_unknown_trend,52698047193.75,2.2600457956651816,low (0-3%)
ECL,2023-07-01,178.72,180.73,-1.11,-7.28,7.09,31.28,52.57,-13.9,1075600000.0,,,True,,positive_unknown_trend,50393579746.56,2.134398876621626,low (0-3%)
ECL,2023-07-22,178.89,180.7,-1.0,-13.98,8.76,35.03,51.12,-13.98,1075600000.0,,,True,,positive_unknown_trend,50441514552.71999,2.13237054743036,low (0-3%)
ABNB,2025-03-03,134.39,135.9,-1.11,4.65,-7.87,-6.02,,-20.63,4518000000.0,3884000000.0,16.3,True,True,positive_growing,56924012427.24999,7.9368965878399615,strong (5-8%)
ABNB,2025-05-19,126.72,134.67,-5.9,2.53,-9.83,,,,4518000000.0,3884000000.0,16.3,True,True,positive_growing,53675205408.0,8.417294290086902,very_strong (8-12%)
ABNB,2025-06-16,131.73,134.4,-1.99,-3.56,2.69,,,,4518000000.0,3884000000.0,16.3,True,True,positive_growing,55797307515.74999,8.097164901235955,very_strong (8-12%)
ABNB,2025-07-28,128.02,133.51,-4.12,-1.16,1.05,,,,4518000000.0,3884000000.0,16.3,True,True,positive_growing,54225850665.50001,8.331819500389095,very_strong (8-12%)
ABNB,2026-02-02,122.18,127.87,-4.45,,,,,,4646000000.0,4518000000.0,2.8,True,True,positive_growing,51752182739.5,8.977399124180181,very_strong (8-12%)
ABNB,2026-03-02,126.3,127.34,-0.82,,,,,,4646000000.0,4518000000.0,2.8,True,True,positive_growing,53497304632.5,8.684549683233053,very_strong (8-12%)
KKR,2026-02-21,87.68,92.0,-4.69,,,,,,316995000.0,6508342000.0,-95.1,True,False,positive_declining,78171182385.92001,0.40551388673519195,low (0-3%)
MNST,2024-06-08,48.03,48.72,-1.41,5.83,9.85,31.29,,-4.1,1483029000.0,675546000.0,119.5,True,True,positive_growing,46986343354.020004,3.1562979668923665,moderate (3-5%)
MNST,2024-08-03,46.06,49.09,-6.17,17.54,1.11,40.45,,0.0,1483029000.0,675546000.0,119.5,True,True,positive_growing,45059150008.04,3.2912937765922794,moderate (3-5%)
MNST,2025-01-04,49.74,49.96,-0.44,16.91,18.28,55.49,,-6.37,1622099000.0,1483029000.0,9.4,True,True,positive_growing,48659186309.16,3.333592530080271,moderate (3-5%)
CSX,2023-03-18,27.05,27.17,-0.45,16.31,11.24,34.04,7.67,0.0,3413000000.0,,,True,,positive_unknown_trend,50301011412.950005,6.785151837168272,strong (5-8%)
CSX,2023-10-21,28.2,28.48,-0.99,21.45,17.02,15.36,27.23,0.0,3413000000.0,,,True,,positive_unknown_trend,52439501731.799995,6.508452382815667,strong (5-8%)
CSX,2024-12-14,31.24,31.46,-0.69,-6.78,1.49,16.44,,-14.22,3257000000.0,3413000000.0,-4.6,True,False,positive_declining,58092554400.759995,5.606570469480665,strong (5-8%)
CSX,2025-01-04,31.18,31.5,-1.04,-11.5,8.19,12.54,,-14.03,2718000000.0,3257000000.0,-16.5,True,False,positive_declining,57980980992.82,4.687744073072134,moderate (3-5%)
CSX,2025-02-22,31.4,31.56,-0.49,-0.91,2.4,35.5,,-14.65,2718000000.0,3257000000.0,-16.5,True,False,positive_declining,58390083488.6,4.654900006318125,moderate (3-5%)
MDLZ,2024-11-30,60.45,61.04,-0.96,8.62,6.81,-10.0,,-9.8,3602000000.0,3002000000.0,20.0,True,True,positive_growing,77487570691.05,4.648487451441086,moderate (3-5%)
MDLZ,2025-08-02,60.78,62.59,-2.9,-6.78,-1.25,,,,3523000000.0,3602000000.0,-2.2,True,False,positive_declining,77910579761.82,4.521850576353229,moderate (3-5%)
AEP,2023-05-20,74.15,75.24,-1.45,-2.55,-2.47,12.91,35.47,-11.32,-1484400000.0,,,False,,negative,40104878222.950005,-3.7012953679798297,negative (0 to -5%)
AEP,2023-06-17,75.27,75.33,-0.09,-4.19,-1.62,8.83,31.99,-12.64,-1484400000.0,,,False,,negative,40710643072.71,-3.646220958359299,negative (0 to -5%)
AEP,2023-07-29,73.24,75.43,-2.91,-0.85,-1.09,30.78,51.42,-10.22,-1484400000.0,,,False,,negative,39612694282.52,-3.7472836091712787,negative (0 to -5%)
AEP,2023-12-16,74.05,74.93,-1.18,4.39,10.62,20.09,53.4,-4.63,-1484400000.0,,,False,,negative,40050792075.65,-3.706293741197899,negative (0 to -5%)
AEP,2024-01-13,71.58,75.04,-4.61,9.61,22.44,30.26,66.28,-1.34,-2494000000.0,-1484400000.0,-68.0,False,False,negative,38714864237.34,-6.441970155727858,deep_negative (<-5%)
EOG,2025-04-05,104.66,104.8,-0.14,14.4,1.31,,,,5771000000.0,5155000000.0,11.9,True,True,positive_growing,56149199657.38,10.27797374711375,very_strong (8-12%)
EOG,2025-05-24,105.65,106.4,-0.71,15.92,1.12,,,,5771000000.0,5155000000.0,11.9,True,True,positive_growing,56680326235.450005,10.18166334475083,very_strong (8-12%)
EOG,2025-09-27,108.74,111.03,-2.07,-2.28,,,,,5771000000.0,5155000000.0,11.9,True,True,positive_growing,58338084948.82,9.892337064308673,very_strong (8-12%)
CL,2023-01-21,66.68,67.67,-1.46,12.18,6.98,18.65,27.9,-1.78,1860000000.0,,,True,,positive_unknown_trend,53447222507.04001,3.4800685849578112,moderate (3-5%)
CL,2023-03-04,66.42,67.93,-2.23,7.03,3.96,26.66,42.15,-1.39,1860000000.0,,,True,,positive_unknown_trend,53238820019.76,3.4936912563231988,moderate (3-5%)
CL,2023-08-26,69.11,69.21,-0.13,8.12,19.53,48.8,20.09,-5.24,1860000000.0,,,True,,positive_unknown_trend,55394984215.08,3.3577047206625217,moderate (3-5%)
CL,2025-09-20,78.58,79.18,-0.77,0.85,,,,,3546000000.0,3040000000.0,16.6,True,True,positive_growing,62985644040.24,5.629854316857579,strong (5-8%)
CL,2025-11-29,77.59,79.36,-2.23,20.58,,,,,3546000000.0,3040000000.0,16.6,True,True,positive_growing,62192111492.520004,5.701687746084142,strong (5-8%)
TDG,2022-10-08,439.6,443.0,-0.77,32.98,46.19,66.66,200.2,0.0,829000000.0,,,True,,positive_unknown_trend,24825778294.800003,3.339270939085289,moderate (3-5%)
CI,2025-07-26,258.03,279.52,-7.69,-6.32,5.65,,,,8957000000.0,10240000000.0,-12.5,True,False,positive_declining,67998201314.30999,13.172407250300356,exceptional (>12%)
CI,2025-09-20,283.01,283.39,-0.13,-2.83,,,,,8957000000.0,10240000000.0,-12.5,True,False,positive_declining,74581137673.77,12.009739029698597,exceptional (>12%)
CI,2025-10-25,241.71,285.56,-15.35,12.78,,,,,8957000000.0,10240000000.0,-12.5,True,False,positive_declining,63697419833.670006,14.061794062285383,exceptional (>12%)
CI,2026-02-14,278.77,289.77,-3.8,,,,,,8389000000.0,8957000000.0,-6.3,True,False,positive_declining,73463777779.29,11.419233060956095,very_strong (8-12%)
VLO,2025-03-29,101.7,110.32,-7.81,39.27,55.78,,,,5776000000.0,8318000000.0,-30.6,True,False,positive_declining,30410967184.2,18.993147981827153,exceptional (>12%)
AON,2026-02-07,321.7,323.65,-0.6,,,,,,3218000000.0,2817000000.0,14.2,True,True,positive_growing,69004650000.0,4.663453839705006,moderate (3-5%)
AON,2026-03-07,321.41,324.53,-0.96,,,,,,3218000000.0,2817000000.0,14.2,True,True,positive_growing,68942445000.0,4.667661554503906,moderate (3-5%)
PSX,2025-03-31,95.31,97.8,-2.55,30.06,37.25,,,,2332000000.0,4874000000.0,-52.2,True,False,positive_declining,38194912736.82,6.105525141708062,strong (5-8%)
LHX,2023-01-07,184.34,187.55,-1.71,2.26,0.45,8.01,10.48,-15.33,1906000000.0,,,True,,positive_unknown_trend,34430336321.42,5.535815805593012,strong (5-8%)
LHX,2023-03-11,183.57,189.61,-3.19,0.82,-10.39,11.71,12.43,-14.97,1906000000.0,,,True,,positive_unknown_trend,34286518598.91,5.559036256485351,strong (5-8%)
LHX,2025-01-04,203.66,203.74,-0.04,7.19,25.92,64.3,,-5.12,2151000000.0,1647000000.0,30.6,True,True,positive_growing,38038853722.58,5.654744529599635,strong (5-8%)
LHX,2025-02-01,201.55,204.26,-1.33,7.02,32.22,72.88,,-4.13,2151000000.0,1647000000.0,30.6,True,True,positive_growing,37644755807.65,5.713943293963095,strong (5-8%)
LHX,2025-03-15,204.48,204.53,-0.03,20.64,37.81,,,,2151000000.0,1647000000.0,30.6,True,True,positive_growing,38192010258.24,5.6320680306057405,strong (5-8%)
ROST,2022-04-23,95.41,97.38,-2.02,-18.25,-3.73,8.39,37.19,-28.19,1181009000.0,,,True,,positive_unknown_trend,30859880580.48,3.8270044400205205,moderate (3-5%)
ROST,2023-03-11,98.57,99.02,-0.45,6.35,16.86,43.87,24.36,-0.39,1035303000.0,1181009000.0,-12.3,True,False,positive_declining,31881966552.96,3.2472996867374233,moderate (3-5%)
WBD,2025-07-26,12.87,13.33,-3.44,74.44,113.99,,,,4427000000.0,6161000000.0,-28.1,True,False,positive_declining,31930657271.37,13.864418644364655,exceptional (>12%)
SLB,2024-08-31,38.64,38.69,-0.13,1.5,3.88,-9.3,,-17.01,4545000000.0,2005000000.0,126.7,True,True,positive_growing,58003790634.72,7.83569478867722,strong (5-8%)
SLB,2024-10-26,38.07,39.55,-3.72,1.95,-11.49,-6.58,,-17.82,4545000000.0,2005000000.0,126.7,True,True,positive_growing,57148144654.86,7.953014095993899,strong (5-8%)
SLB,2024-11-30,39.22,40.03,-2.03,2.35,-16.21,-3.28,,-20.23,4545000000.0,2005000000.0,126.7,True,True,positive_growing,58874447947.56,7.719817609242422,strong (5-8%)
SLB,2025-01-25,38.82,40.57,-4.33,-13.18,-16.68,23.91,,-19.39,4473000000.0,4545000000.0,-1.6,True,False,positive_declining,58273994628.36,7.675808100210692,strong (5-8%)
GM,2023-02-18,37.88,39.45,-3.96,-14.84,-15.47,2.23,20.65,-30.93,-5144000000.0,,,False,,negative,34242302271.640003,-15.02235439426145,deep_negative (<-5%)
GM,2023-03-04,35.39,39.47,-10.32,-0.52,-9.28,9.39,32.35,-26.07,-5144000000.0,,,False,,negative,31991422317.670002,-16.07931010044147,deep_negative (<-5%)
GM,2024-03-02,38.72,39.93,-3.04,15.75,19.66,20.99,93.8,0.0,-3680000000.0,-5144000000.0,28.5,False,True,negative_improving,35001635268.159996,-10.51379448933231,deep_negative (<-5%)
GM,2024-07-27,40.46,41.8,-3.2,24.09,20.71,28.94,,0.0,-3680000000.0,-5144000000.0,28.5,False,True,negative_improving,36574539332.38,-10.061644157858305,deep_negative (<-5%)
NSC,2023-03-04,196.66,207.28,-5.12,3.41,-5.86,26.5,20.71,-11.21,2274000000.0,,,True,,positive_unknown_trend,44164334436.5,5.1489511367358745,strong (5-8%)
NSC,2023-06-17,205.08,209.53,-2.13,-6.56,8.8,5.72,21.73,-14.85,2274000000.0,,,True,,positive_unknown_trend,46055230887.0,4.937549885656705,moderate (3-5%)
NSC,2023-07-29,211.33,211.37,-0.02,-12.88,13.23,11.06,28.24,-17.37,2274000000.0,,,True,,positive_unknown_trend,47458806043.25,4.791523827901751,moderate (3-5%)
NSC,2023-12-02,210.62,213.42,-1.31,18.12,2.57,20.69,39.06,-1.72,2274000000.0,,,True,,positive_unknown_trend,47299359905.5,4.807676054270615,moderate (3-5%)
NSC,2024-05-04,222.04,222.61,-0.25,4.62,19.26,-0.75,,-6.9,852000000.0,2274000000.0,-62.5,True,False,positive_declining,49863972431.0,1.7086484659419532,low (0-3%)
NSC,2024-05-18,218.74,223.15,-1.98,6.66,19.85,8.2,,-5.5,852000000.0,2274000000.0,-62.5,True,False,positive_declining,49122884748.5,1.734425826907522,low (0-3%)
NSC,2025-03-15,227.12,227.46,-0.15,9.92,23.77,,,,1671000000.0,852000000.0,96.1,True,True,positive_growing,51004798318.0,3.2761623515924985,moderate (3-5%)
ELV,2024-10-12,418.29,433.83,-3.58,-10.19,-0.63,-17.56,,-35.43,6765000000.0,7247000000.0,-6.7,True,False,positive_declining,92318555159.43001,7.327887647631777,strong (5-8%)
APD,2024-01-13,247.29,247.52,-0.1,-10.47,2.31,25.18,8.19,-15.65,-1420100000.0,303700000.0,-567.6,False,False,negative,55060604218.32,-2.5791580389659043,negative (0 to -5%)
APD,2024-01-27,244.94,248.35,-1.37,-4.07,10.69,33.32,11.25,-14.85,-1420100000.0,303700000.0,-567.6,False,False,negative,54537362599.52,-2.6039029617697333,negative (0 to -5%)
APD,2024-06-22,246.63,249.91,-1.31,17.2,14.94,12.19,,-2.08,-1420100000.0,303700000.0,-567.6,False,False,negative,54913651253.04,-2.5860600553699,negative (0 to -5%)
APD,2025-03-29,256.63,257.71,-0.42,11.44,4.33,,,,-3150000000.0,-1420100000.0,-121.8,False,False,negative,57140211333.04,-5.512755249784289,deep_negative (<-5%)
APD,2025-04-12,257.64,257.69,-0.02,13.05,-2.43,,,,-3150000000.0,-1420100000.0,-121.8,False,False,negative,57365093901.119995,-5.491144153672342,deep_negative (<-5%)
APD,2025-10-04,255.22,260.63,-2.08,3.33,,,,,-3765800000.0,-3150000000.0,-19.5,False,False,negative,56826266361.76,-6.626865076840792,deep_negative (<-5%)
APD,2026-01-17,261.35,261.75,-0.15,,,,,,-3765800000.0,-3150000000.0,-19.5,False,False,negative,58191147690.8,-6.471431049976303,deep_negative (<-5%)
SRE,2025-03-01,67.1,68.73,-2.36,11.91,19.14,38.04,,-4.06,-3308000000.0,-2179000000.0,-51.8,False,False,negative,43835365794.0,-7.546418149093636,deep_negative (<-5%)
DLR,2023-09-23,112.05,113.99,-1.7,12.21,21.12,37.68,50.77,-4.31,1659388000.0,,,True,,positive_unknown_trend,38502110500.2,4.309862442453331,moderate (3-5%)
SPG,2023-03-18,88.31,88.76,-0.51,5.85,11.56,55.91,74.86,-1.08,3116580000.0,,,True,,positive_unknown_trend,28695917146.940002,10.860708804117584,very_strong (8-12%)
SPG,2023-05-20,87.35,87.93,-0.66,9.98,22.03,53.48,70.96,0.0,3116580000.0,,,True,,positive_unknown_trend,28383969683.899998,10.98007091575986,very_strong (8-12%)
O,2023-05-20,50.08,51.18,-2.16,-3.31,-5.48,-5.89,5.9,-14.57,2563856000.0,,,True,,positive_unknown_trend,46696606117.439995,5.490454688617007,strong (5-8%)
O,2023-06-17,50.38,51.2,-1.6,-11.11,-0.39,-4.24,8.91,-15.08,2563856000.0,,,True,,positive_unknown_trend,46976338182.840004,5.45776043679912,strong (5-8%)
O,2023-07-29,50.99,51.17,-0.34,-12.93,-5.84,6.12,6.96,-16.1,2563856000.0,,,True,,positive_unknown_trend,47545126715.82,5.392468539045688,strong (5-8%)
O,2023-12-16,50.19,50.35,-0.32,-7.16,-3.87,-1.91,10.76,-7.34,2563856000.0,,,True,,positive_unknown_trend,46799174541.42,5.478421414742771,strong (5-8%)
O,2024-01-13,50.08,50.41,-0.65,-4.79,4.89,2.22,21.6,-7.14,2958769000.0,2563856000.0,15.4,True,True,positive_growing,46696606117.439995,6.336154264742111,strong (5-8%)
O,2024-11-30,52.15,52.27,-0.25,5.62,2.57,10.67,,-7.13,2958769000.0,2563856000.0,15.4,True,True,positive_growing,48626757368.7,6.084652072450334,strong (5-8%)
O,2025-03-29,52.18,52.49,-0.58,6.07,12.65,,,,3573276000.0,2958769000.0,20.8,True,True,positive_growing,48654730575.24,7.34414918704413,strong (5-8%)
TEL,2022-10-08,101.78,102.38,-0.58,16.07,18.13,15.02,42.13,0.0,1700000000.0,,,True,,positive_unknown_trend,29865740305.94,5.69214083624067,strong (5-8%)
TEL,2023-10-14,113.36,113.53,-0.15,13.21,20.55,28.88,96.1,-1.78,2400000000.0,1700000000.0,41.2,True,True,positive_growing,33263709187.28,7.21507029323644,strong (5-8%)
TEL,2025-03-29,120.67,131.33,-8.12,43.49,82.46,,,,2797000000.0,2400000000.0,16.5,True,True,positive_growing,35408713722.91,7.899185556097442,strong (5-8%)
OXY,2024-10-26,48.05,49.24,-2.42,-5.46,-17.28,-15.16,,-23.27,6612000000.0,12313000000.0,-46.3,True,False,positive_declining,47390112820.799995,13.952277398035498,exceptional (>12%)
OXY,2024-11-23,49.03,49.83,-1.61,-3.0,-18.6,-15.24,,-24.8,6612000000.0,12313000000.0,-46.3,True,False,positive_declining,48356654143.68,13.673402589753325,exceptional (>12%)
D,2024-11-02,53.97,54.56,-1.08,-4.4,-2.44,11.64,,-6.62,-3639000000.0,-3891000000.0,6.5,False,True,negative_improving,47428060505.07,-7.6726730151889635,deep_negative (<-5%)
D,2024-11-30,52.94,54.48,-2.84,-0.3,1.91,8.11,,-4.8,-3639000000.0,-3891000000.0,6.5,False,True,negative_improving,46522911305.14,-7.821952448616326,deep_negative (<-5%)
D,2025-02-22,53.47,54.02,-1.0,1.29,8.35,16.83,,-5.76,-7180000000.0,-3639000000.0,-97.3,False,False,negative,46988667689.57,-15.280280018651673,deep_negative (<-5%)
D,2025-06-14,52.45,53.27,-1.55,11.65,12.12,,,,-7180000000.0,-3639000000.0,-97.3,False,False,negative,46092306345.950005,-15.57743703712688,deep_negative (<-5%)
TFC,2023-02-25,39.3,39.52,-0.54,-29.31,-30.76,-18.44,12.52,-40.96,11081000000.0,,,True,,positive_unknown_trend,49092315054.6,22.571760952148658,exceptional (>12%)
TFC,2025-03-29,33.19,38.1,-12.89,32.64,34.21,,,,2164000000.0,8631000000.0,-74.9,True,False,positive_declining,41459896607.18,5.219501680149486,strong (5-8%)
TFC,2025-06-07,37.68,37.75,-0.21,17.41,31.1,,,,2164000000.0,8631000000.0,-74.9,True,False,positive_declining,47068662372.96,4.597538767626365,moderate (3-5%)
AJG,2026-02-07,207.81,240.67,-13.65,,,,,,1785000000.0,2441000000.0,-26.9,True,False,positive_declining,53427951000.0,3.340947886996452,moderate (3-5%)
COIN,2026-02-02,165.12,169.07,-2.33,,,,,,2426383000.0,3103935000.0,-21.8,True,False,positive_declining,36828575823.36,6.588316126145094,strong (5-8%)
OKE,2025-10-25,65.08,66.32,-1.88,20.04,,,,,2867000000.0,2826000000.0,1.5,True,True,positive_growing,40986318900.72,6.995017061533759,strong (5-8%)
ALL,2023-03-11,98.16,102.87,-4.58,6.64,5.23,58.85,106.26,-2.94,4701000000.0,,,True,,positive_unknown_trend,25476038250.719997,18.45263362276174,exceptional (>12%)
ALL,2023-05-20,102.29,103.88,-1.52,-3.21,26.82,54.92,94.85,-6.86,4701000000.0,,,True,,positive_unknown_trend,26547921278.18,17.70760109893726,exceptional (>12%)
ALL,2023-06-17,101.26,104.18,-2.81,6.99,29.7,53.25,90.1,-5.91,4701000000.0,,,True,,positive_unknown_trend,26280599360.920002,17.887719893445507,exceptional (>12%)
ALL,2023-07-29,103.46,104.52,-1.01,20.91,45.39,65.23,90.28,-4.31,4701000000.0,,,True,,positive_unknown_trend,26851578213.32,17.507350825539262,exceptional (>12%)
CTVA,2023-11-06,42.37,44.86,-5.55,23.51,32.84,35.6,50.67,0.0,267000000.0,,,True,,positive_unknown_trend,28494841880.0,0.9370116918859,low (0-3%)
CTVA,2023-11-27,44.95,45.15,-0.44,16.56,21.87,36.39,49.37,-1.93,267000000.0,,,True,,positive_unknown_trend,30229953800.000004,0.8832299307053522,low (0-3%)
CTVA,2024-01-08,45.02,45.73,-1.55,16.93,15.83,25.25,52.15,-1.11,1174000000.0,267000000.0,339.7,True,True,positive_growing,30277030480.000004,3.8775268954315227,moderate (3-5%)
TGT,2022-06-11,122.7,128.92,-4.82,18.53,6.46,-1.46,7.45,-6.48,5081000000.0,,,True,,positive_unknown_trend,55563490944.9,9.144493827860124,very_strong (8-12%)
TGT,2022-06-25,125.42,129.5,-3.15,4.87,5.99,-4.97,10.25,-8.51,5081000000.0,,,True,,positive_unknown_trend,56795216253.54,8.94617599010076,very_strong (8-12%)
TGT,2022-07-09,129.19,130.08,-0.68,-0.05,13.64,-8.43,10.5,-11.18,5081000000.0,,,True,,positive_unknown_trend,58502423758.53,8.685110245982177,very_strong (8-12%)
