ticker,cross_date,price,wma200,pct_below,return_3mo,return_6mo,return_12mo,return_24mo,max_drawdown_12mo,fcf,fcf_prior,fcf_change_pct,fcf_positive,fcf_growing,fcf_category
ADP,2026-01-31,229.46,244.34,-6.09,,,,,,4392700000.0,3594200000.0,22.2,True,True,positive_growing
FCX,2018-04-21,13.9,14.47,-3.95,4.67,-24.43,-17.2,-43.05,-33.96,,,,,,unknown
FCX,2018-08-11,12.71,13.21,-3.75,-14.06,-11.38,-33.79,1.2,-29.67,,,,,,unknown
FCX,2018-08-25,12.78,13.08,-2.23,-14.7,-7.65,-33.51,14.28,-36.12,,,,,,unknown
FCX,2018-09-22,12.67,12.83,-1.29,-24.5,-6.65,-29.53,12.77,-35.52,,,,,,unknown
FCX,2019-02-23,11.81,11.99,-1.51,-24.27,-28.0,-21.24,168.15,-30.82,,,,,,unknown
FCX,2019-04-20,11.51,11.72,-1.79,-7.1,-18.06,-31.22,197.05,-55.23,,,,,,unknown
FCX,2019-12-14,11.82,11.93,-0.86,-56.41,-17.08,94.5,202.02,-56.41,,,,,,unknown
FCX,2019-12-28,11.91,11.97,-0.52,-50.44,-9.82,104.04,229.33,-56.72,,,,,,unknown
FCX,2020-01-11,11.97,12.0,-0.21,-34.96,5.91,136.69,245.99,-56.95,,,,,,unknown
FCX,2024-12-28,37.05,38.18,-2.96,-22.4,22.46,39.81,,-22.4,455000000.0,1670000000.0,-72.8,True,False,positive_declining
FCX,2025-01-18,37.29,38.26,-2.54,-0.78,19.65,62.0,,-22.9,2352000000.0,455000000.0,416.9,True,True,positive_growing
FCX,2025-02-15,36.47,38.34,-4.87,5.99,17.95,76.41,,-21.17,2352000000.0,455000000.0,416.9,True,True,positive_growing
FCX,2025-03-22,37.89,38.31,-1.1,14.7,-6.23,,,,2352000000.0,455000000.0,416.9,True,True,positive_growing
FCX,2025-05-24,38.12,38.35,-0.59,15.77,12.46,,,,2352000000.0,455000000.0,416.9,True,True,positive_growing
FCX,2025-09-20,35.53,39.09,-9.1,48.9,,,,,2352000000.0,455000000.0,416.9,True,True,positive_growing
BX,2016-06-11,16.08,16.29,-1.29,4.78,19.86,41.12,53.44,-4.25,,,,,,unknown
BX,2016-09-10,16.85,16.92,-0.44,14.39,22.63,35.27,64.67,-8.62,,,,,,unknown
BX,2016-11-26,17.2,17.38,-1.01,16.45,36.06,31.28,50.76,0.0,,,,,,unknown
BX,2026-02-21,113.37,118.47,-4.3,,,,,,4547458000.0,3420253000.0,33.0,True,True,positive_growing
FDX,2016-01-09,108.28,110.6,-2.11,30.94,27.07,48.64,117.99,0.0,,,,,,unknown
FDX,2016-02-06,109.71,111.31,-1.44,22.89,29.24,49.71,86.24,0.0,,,,,,unknown
FDX,2018-12-08,161.52,167.47,-3.55,-2.96,-10.29,-8.58,61.77,-21.42,,,,,,unknown
FDX,2019-04-20,162.07,168.29,-3.7,-4.58,-13.43,-31.98,55.44,-41.06,,,,,,unknown
FDX,2022-04-02,184.95,189.52,-2.41,14.96,-22.57,17.83,41.71,-25.55,,,,,,unknown
FDX,2022-05-14,184.38,188.94,-2.41,15.93,-12.11,16.65,33.69,-25.32,,,,,,unknown
FDX,2022-09-10,149.34,188.67,-20.84,7.36,38.51,61.43,84.75,-7.79,3069000000.0,,,True,,positive_unknown_trend
FDX,2023-03-04,187.86,189.41,-0.82,11.84,27.32,25.7,31.51,0.0,3069000000.0,,,True,,positive_unknown_trend
FDX,2025-03-15,225.32,228.58,-1.42,-1.86,1.92,,,,3136000000.0,2674000000.0,17.3,True,True,positive_growing
FDX,2025-03-29,205.55,227.99,-9.84,15.55,17.92,,,,3136000000.0,2674000000.0,17.3,True,True,positive_growing
FDX,2025-07-12,223.12,225.19,-0.92,5.61,37.56,,,,2981000000.0,3136000000.0,-4.9,True,False,positive_declining
FDX,2025-07-26,213.75,225.41,-5.17,17.66,50.15,,,,2981000000.0,3136000000.0,-4.9,True,False,positive_declining
FDX,2025-08-30,224.21,225.77,-0.69,21.22,59.52,,,,2981000000.0,3136000000.0,-4.9,True,False,positive_declining
FDX,2025-10-04,222.58,225.98,-1.5,39.77,,,,,2981000000.0,3136000000.0,-4.9,True,False,positive_declining
UPS,2018-12-08,74.01,76.52,-3.28,11.98,4.9,24.45,82.55,-5.23,,,,,,unknown
UPS,2019-05-04,76.15,77.9,-2.25,16.13,25.76,-2.35,130.6,-7.73,,,,,,unknown
UPS,2019-06-29,78.25,78.26,-0.01,15.69,15.83,15.81,119.31,-10.2,,,,,,unknown
UPS,2020-01-25,80.38,81.57,-1.46,-10.35,40.73,54.71,102.14,-12.59,,,,,,unknown
UPS,2020-02-15,79.93,81.7,-2.16,-5.11,57.66,61.14,114.67,-12.09,,,,,,unknown
UPS,2020-06-06,80.41,81.88,-1.79,57.55,68.02,105.0,79.18,0.0,,,,,,unknown
UPS,2023-09-09,139.65,139.73,-0.05,2.72,-2.23,-16.94,-41.45,-18.9,9335000000.0,,,True,,positive_unknown_trend
UPS,2023-12-16,139.32,142.8,-2.44,-0.14,-11.74,-16.75,-27.85,-18.71,9335000000.0,,,True,,positive_unknown_trend
SNPS,2025-03-29,388.13,416.57,-6.83,41.38,20.88,,,,1267529000.0,1511452000.0,-16.1,True,False,positive_declining
SNPS,2025-04-12,413.32,418.09,-1.14,41.48,8.3,,,,1267529000.0,1511452000.0,-16.1,True,False,positive_declining
SNPS,2025-09-06,425.45,441.74,-3.69,6.46,-3.01,,,,1267529000.0,1511452000.0,-16.1,True,False,positive_declining
SNPS,2025-10-04,438.92,444.16,-1.18,19.65,,,,,1267529000.0,1511452000.0,-16.1,True,False,positive_declining
SNPS,2025-11-01,393.43,445.89,-11.77,8.5,,,,,1349154000.0,1267529000.0,6.4,True,True,positive_growing
SNPS,2026-01-31,426.88,455.64,-6.31,,,,,,1349154000.0,1267529000.0,6.4,True,True,positive_growing
NKE,2020-03-14,61.98,63.41,-2.25,42.36,70.79,105.63,97.81,0.0,,,,,,unknown
NKE,2022-05-14,100.89,103.55,-2.57,5.04,-1.87,7.46,-12.5,-22.62,,,,,,unknown
NKE,2022-06-11,100.52,104.27,-3.59,-2.72,-0.71,7.11,-10.68,-22.34,4430000000.0,,,True,,positive_unknown_trend
NKE,2022-06-25,94.75,104.53,-9.35,-17.61,16.33,10.41,-23.53,-17.61,4430000000.0,,,True,,positive_unknown_trend
NKE,2022-08-20,101.4,105.81,-4.17,-1.86,9.66,-7.61,-20.31,-23.02,4430000000.0,,,True,,positive_unknown_trend
NKE,2023-05-13,108.42,111.97,-3.17,-8.37,-7.05,-18.58,-43.22,-21.53,4430000000.0,,,True,,positive_unknown_trend
NKE,2023-12-16,103.1,114.29,-9.79,-12.81,-9.38,-27.56,-43.43,-32.34,4872000000.0,4430000000.0,10.0,True,True,positive_growing
PNC,2020-02-29,91.54,98.12,-6.71,13.39,1.29,60.85,72.75,-25.42,,,,,,unknown
PNC,2020-06-06,89.8,99.67,-9.9,1.11,32.54,76.94,52.06,-8.88,,,,,,unknown
PNC,2023-03-04,121.67,130.67,-6.88,-4.83,-12.64,14.97,42.56,-17.64,9083000000.0,,,True,,positive_unknown_trend
PNC,2025-03-29,147.72,148.63,-0.61,29.73,32.11,,,,7880000000.0,10111000000.0,-22.1,True,False,positive_declining
BK,2018-12-15,36.35,36.57,-0.58,13.72,-1.68,16.21,-3.3,-6.48,,,,,,unknown
BK,2019-05-18,37.18,37.58,-1.05,-8.57,9.51,-21.39,21.2,-34.33,,,,,,unknown
BK,2019-08-10,35.08,37.9,-7.42,15.52,9.89,-8.59,35.13,-30.4,,,,,,unknown
BK,2019-09-21,36.91,38.0,-2.87,13.76,-25.94,-22.67,22.92,-33.84,,,,,,unknown
BK,2020-01-11,38.53,38.87,-0.85,-18.5,-20.58,1.92,46.09,-36.63,,,,,,unknown
BK,2020-02-08,38.55,39.07,-1.31,-29.54,-16.81,-5.55,43.94,-36.67,,,,,,unknown
BK,2021-01-16,36.14,38.64,-6.47,14.39,20.87,40.06,24.43,-5.01,,,,,,unknown
BK,2022-04-16,39.36,39.9,-1.36,-2.6,-7.49,2.98,36.41,-11.68,,,,,,unknown
BK,2022-06-04,38.4,39.79,-3.5,4.04,6.33,7.42,50.91,-9.47,,,,,,unknown
BK,2022-08-20,38.01,39.66,-4.15,9.71,22.14,7.79,69.1,-8.55,,,,,,unknown
BK,2022-09-17,36.36,39.63,-8.27,12.15,8.2,10.05,91.23,-4.38,,,,,,unknown
BK,2023-03-11,39.18,39.72,-1.36,5.8,8.12,32.46,104.35,-4.86,13722000000.0,,,True,,positive_unknown_trend
BK,2023-04-22,39.19,39.86,-1.67,6.56,-0.46,39.51,96.56,-4.89,13722000000.0,,,True,,positive_unknown_trend
BK,2023-06-17,39.77,39.95,-0.45,0.6,22.49,42.1,127.02,-2.98,13722000000.0,,,True,,positive_unknown_trend
BK,2023-07-08,39.48,40.02,-1.33,-2.27,31.49,57.42,133.91,-2.27,13722000000.0,,,True,,positive_unknown_trend
BK,2023-09-16,40.01,40.18,-0.43,21.76,34.62,73.77,169.18,-3.56,13722000000.0,,,True,,positive_unknown_trend
JCI,2015-11-28,25.16,25.78,-2.43,7.61,28.97,45.99,23.47,-10.87,,,,,,unknown
JCI,2016-02-06,25.0,26.07,-4.12,15.11,32.74,36.44,21.34,0.0,,,,,,unknown
JCI,2017-11-04,30.65,30.9,-0.81,-1.05,-0.32,-4.29,21.82,-12.73,,,,,,unknown
JCI,2017-12-09,30.93,30.94,-0.05,-0.81,-4.63,-11.71,14.83,-13.5,,,,,,unknown
JCI,2018-02-03,30.33,31.02,-2.23,0.73,3.18,-3.48,15.98,-16.34,,,,,,unknown
JCI,2018-02-24,30.31,31.05,-2.37,-6.35,5.67,0.24,6.6,-16.29,,,,,,unknown
JCI,2018-03-10,30.67,31.06,-1.25,-3.85,5.07,0.58,-5.48,-17.28,,,,,,unknown
JCI,2018-09-22,29.89,30.85,-3.12,-14.71,7.18,28.29,21.63,-15.11,,,,,,unknown
JCI,2018-10-06,28.15,30.84,-8.73,-1.57,11.16,33.27,37.95,-9.86,,,,,,unknown
JCI,2019-02-23,30.39,30.58,-0.62,9.95,22.65,6.35,66.86,0.0,,,,,,unknown
JCI,2020-02-22,32.31,32.86,-1.67,-13.37,14.76,56.9,87.06,-31.3,,,,,,unknown
JCI,2020-03-07,28.99,32.89,-11.86,5.9,29.06,93.75,92.73,-23.43,,,,,,unknown
JCI,2022-07-09,43.9,43.97,-0.17,9.12,48.54,50.03,56.63,0.0,,,,,,unknown
JCI,2023-09-23,51.35,51.82,-0.92,9.07,24.31,47.74,108.41,-9.4,1503000000.0,,,True,,positive_unknown_trend
JCI,2023-12-09,50.6,52.59,-3.78,21.33,34.08,61.23,126.78,0.0,1775000000.0,1503000000.0,18.1,True,True,positive_growing
JCI,2024-01-13,52.65,53.19,-1.01,18.15,28.67,52.86,117.67,0.0,1775000000.0,1503000000.0,18.1,True,True,positive_growing
JCI,2024-01-27,52.9,53.5,-1.11,15.22,25.21,46.24,125.42,0.0,1775000000.0,1503000000.0,18.1,True,True,positive_growing
USB,2018-12-15,33.17,34.3,-3.28,9.11,19.02,38.14,8.16,0.0,,,,,,unknown
USB,2020-02-22,35.86,37.81,-5.16,-22.52,-17.99,12.55,33.1,-33.15,,,,,,unknown
USB,2021-01-16,37.02,37.25,-0.63,25.74,23.33,23.9,8.82,-6.56,,,,,,unknown
USB,2022-06-11,38.1,40.1,-4.99,2.01,-5.16,-22.87,-5.65,-32.83,,,,,,unknown
USB,2022-07-23,40.0,40.1,-0.25,-8.13,5.9,-11.84,6.54,-36.01,,,,,,unknown
USB,2022-08-20,39.4,40.14,-1.84,-3.68,4.84,-19.61,8.0,-35.04,,,,,,unknown
USB,2022-09-10,38.87,40.13,-3.14,-7.03,-26.51,-19.35,7.6,-34.16,,,,,,unknown
USB,2023-03-04,35.22,40.2,-12.4,-18.02,-8.55,12.45,21.62,-27.32,21119000000.0,,,True,,positive_unknown_trend
USB,2024-01-27,37.38,38.24,-2.25,2.55,6.19,22.4,50.09,-3.84,8393000000.0,21119000000.0,-60.3,True,False,positive_declining
USB,2024-03-09,38.52,38.58,-0.15,-6.67,8.58,4.48,32.4,-6.67,8393000000.0,21119000000.0,-60.3,True,False,positive_declining
USB,2024-04-06,38.5,38.79,-0.77,2.52,13.9,-4.68,,-8.37,8393000000.0,21119000000.0,-60.3,True,False,positive_declining
USB,2024-08-03,39.44,39.57,-0.34,20.68,14.7,11.47,,-10.56,8393000000.0,21119000000.0,-60.3,True,False,positive_declining
USB,2025-03-08,40.24,40.4,-0.39,3.53,19.63,26.73,,-12.35,11350000000.0,8393000000.0,35.2,True,True,positive_growing
USB,2025-03-29,35.27,40.25,-12.36,31.7,33.54,,,,11350000000.0,8393000000.0,35.2,True,True,positive_growing
SHW,2022-09-17,204.61,212.22,-3.59,15.18,0.55,21.79,82.62,-4.51,,,,,,unknown
SHW,2022-10-29,209.46,214.65,-2.42,12.07,7.31,17.22,68.71,-1.78,,,,,,unknown
SHW,2023-02-11,221.4,222.21,-0.37,2.38,19.14,36.92,59.41,-7.07,1275400000.0,,,True,,positive_unknown_trend
SHW,2023-04-29,224.78,226.42,-0.72,18.82,9.23,36.13,58.58,-1.48,1275400000.0,,,True,,positive_unknown_trend
SHW,2023-10-14,232.6,235.83,-1.37,28.19,29.3,64.82,41.55,-0.7,1275400000.0,,,True,,positive_unknown_trend
REGN,2016-06-18,337.2,342.52,-1.55,20.89,12.46,52.39,-2.21,0.0,,,,,,unknown
REGN,2016-10-15,361.09,362.41,-0.36,-0.27,1.81,19.1,7.23,-6.09,,,,,,unknown
REGN,2016-12-24,364.63,372.73,-2.18,5.56,33.79,2.42,-1.22,-5.61,,,,,,unknown
REGN,2017-03-11,377.74,381.19,-0.91,20.94,13.98,-9.73,8.99,-14.84,,,,,,unknown
REGN,2017-04-01,378.0,383.13,-1.34,30.47,23.49,-16.01,7.46,-15.57,,,,,,unknown
REGN,2017-10-21,406.47,410.01,-0.86,-8.52,-23.5,-17.94,-25.17,-28.83,,,,,,unknown
REGN,2019-02-02,404.13,412.88,-2.12,-23.1,-25.06,-6.14,22.64,-32.79,,,,,,unknown
REGN,2019-03-02,399.94,411.93,-2.91,-23.82,-27.48,22.8,14.64,-32.08,,,,,,unknown
REGN,2019-03-16,389.17,410.95,-5.3,-18.26,-24.48,11.91,20.9,-30.2,,,,,,unknown
REGN,2019-12-14,373.1,373.26,-0.04,16.73,71.43,32.82,64.87,-10.03,,,,,,unknown
REGN,2020-01-18,342.96,372.99,-8.05,63.99,76.36,55.75,79.97,-2.13,,,,,,unknown
REGN,2024-11-16,733.05,743.19,-1.36,-5.1,-20.18,2.86,,-33.38,3667600000.0,3398000000.0,7.9,True,True,positive_growing
REGN,2024-12-07,726.39,747.02,-2.76,-8.69,-27.43,1.93,,-32.77,3667600000.0,3398000000.0,7.9,True,True,positive_growing
REGN,2025-11-29,717.5,758.62,-5.42,5.9,,,,,3538900000.0,3667600000.0,-3.5,True,False,positive_declining
REGN,2026-01-10,732.16,762.62,-3.99,,,,,,3765200000.0,3538900000.0,6.4,True,True,positive_growing
REGN,2026-02-28,759.86,765.7,-0.76,,,,,,3765200000.0,3538900000.0,6.4,True,True,positive_growing
MMM,2019-05-04,114.34,118.4,-3.43,-6.25,0.21,-12.52,23.97,-26.43,,,,,,unknown
MMM,2021-02-20,122.2,122.79,-0.49,16.84,13.1,-11.17,-33.44,-13.71,,,,,,unknown
MMM,2022-01-22,116.5,121.52,-4.13,-10.72,-10.43,-26.34,-34.94,-32.08,,,,,,unknown
ITW,2020-03-14,109.22,119.81,-8.84,36.88,60.51,78.35,76.8,0.0,,,,,,unknown
ITW,2022-09-24,166.32,167.61,-0.77,22.8,36.52,30.55,53.04,0.0,,,,,,unknown
MCO,2022-06-11,247.85,253.16,-2.1,9.78,10.62,34.9,62.48,-7.86,,,,,,unknown
MCO,2022-09-17,247.25,262.3,-5.74,9.74,15.51,28.56,97.77,-7.63,,,,,,unknown
MCO,2023-10-21,296.05,296.17,-0.04,29.19,25.11,54.53,65.11,0.0,1191000000.0,,,True,,positive_unknown_trend
CTAS,2020-03-28,38.72,41.06,-5.69,64.8,104.01,114.78,163.83,0.0,,,,,,unknown
ECL,2020-03-14,133.08,138.24,-3.74,41.16,44.51,47.69,22.84,0.0,,,,,,unknown
ECL,2020-03-28,138.48,138.61,-0.09,36.74,35.12,48.59,24.81,0.0,,,,,,unknown
ECL,2022-01-22,177.75,179.19,-0.81,-8.71,-10.64,-17.02,9.46,-26.86,,,,,,unknown
ECL,2023-07-01,178.72,180.73,-1.11,-7.28,7.09,31.28,52.57,-13.9,1075600000.0,,,True,,positive_unknown_trend
ECL,2023-07-22,178.89,180.7,-1.0,-13.98,8.76,35.03,51.12,-13.98,1075600000.0,,,True,,positive_unknown_trend
ABNB,2025-03-03,134.39,135.9,-1.11,4.65,-7.87,-6.02,,-20.63,4518000000.0,3884000000.0,16.3,True,True,positive_growing
ABNB,2025-05-19,126.72,134.67,-5.9,2.53,-9.83,,,,4518000000.0,3884000000.0,16.3,True,True,positive_growing
ABNB,2025-06-16,131.73,134.4,-1.99,-3.56,2.69,,,,4518000000.0,3884000000.0,16.3,True,True,positive_growing
ABNB,2025-07-28,128.02,133.51,-4.12,-1.16,1.05,,,,4518000000.0,3884000000.0,16.3,True,True,positive_growing
ABNB,2026-02-02,122.18,127.87,-4.45,,,,,,4646000000.0,4518000000.0,2.8,True,True,positive_growing
ABNB,2026-03-02,126.3,127.34,-0.82,,,,,,4646000000.0,4518000000.0,2.8,True,True,positive_growing
ORLY,2017-07-01,11.52,14.42,-20.07,23.19,50.58,63.7,123.34,0.0,,,,,,unknown
ORLY,2018-04-07,14.99,15.61,-3.96,27.18,50.99,80.69,52.28,-1.51,,,,,,unknown
ORLY,2020-03-14,17.58,20.43,-13.92,60.06,75.87,85.05,161.58,0.0,,,,,,unknown
ORLY,2020-03-28,19.69,20.46,-3.74,44.85,55.14,71.92,125.96,0.0,,,,,,unknown
KKR,2015-10-24,13.9,14.19,-2.09,-19.03,-18.16,-10.63,30.24,-29.07,,,,,,unknown
KKR,2015-11-21,14.12,14.32,-1.39,-26.91,-18.95,-2.24,23.97,-30.18,,,,,,unknown
KKR,2017-04-01,15.24,15.24,-0.02,7.28,18.45,18.66,44.61,-2.35,,,,,,unknown
KKR,2020-03-14,17.98,19.66,-8.55,67.66,85.44,156.76,219.66,0.0,,,,,,unknown
KKR,2026-02-21,87.68,92.0,-4.69,,,,,,316995000.0,6508342000.0,-95.1,True,False,positive_declining
RCL,2018-12-15,86.79,88.29,-1.7,26.5,26.42,45.3,-18.58,0.0,,,,,,unknown
RCL,2020-02-22,77.83,99.71,-21.94,-34.85,-11.93,17.14,5.2,-70.1,,,,,,unknown
RCL,2021-11-06,82.67,91.14,-9.29,-0.72,-27.13,-30.85,12.23,-61.26,,,,,,unknown
CMI,2015-08-15,89.5,89.56,-0.07,-16.95,-17.9,9.2,34.37,-28.31,,,,,,unknown
CMI,2015-08-29,88.86,89.75,-0.98,-20.82,-11.62,10.9,44.02,-27.8,,,,,,unknown
CMI,2015-09-12,86.79,89.96,-3.53,-25.31,-2.55,7.62,52.9,-26.07,,,,,,unknown
CMI,2016-09-03,91.25,92.62,-1.49,22.7,31.55,43.3,27.68,0.0,,,,,,unknown
CMI,2018-10-20,106.37,108.03,-1.54,14.94,28.8,43.02,86.68,0.0,,,,,,unknown
CMI,2018-12-15,106.76,108.53,-1.63,22.27,34.47,45.6,85.45,0.0,,,,,,unknown
CMI,2020-03-07,118.37,124.55,-4.96,23.1,54.13,105.4,50.03,-14.88,,,,,,unknown
MNST,2018-12-15,24.11,25.56,-5.66,10.95,32.24,32.53,86.88,0.0,,,,,,unknown
MNST,2020-03-14,26.05,27.85,-6.47,34.51,51.61,68.75,54.68,0.0,,,,,,unknown
MNST,2020-03-28,27.11,27.88,-2.75,27.74,46.72,68.5,51.51,0.0,,,,,,unknown
MNST,2024-06-08,48.03,48.72,-1.41,5.83,9.85,31.29,,-4.1,1483029000.0,675546000.0,119.5,True,True,positive_growing
MNST,2024-08-03,46.06,49.09,-6.17,17.54,1.11,40.45,,0.0,1483029000.0,675546000.0,119.5,True,True,positive_growing
MNST,2025-01-04,49.74,49.96,-0.44,16.91,18.28,55.49,,-6.37,1622099000.0,1483029000.0,9.4,True,True,positive_growing
KMI,2015-08-03,18.87,19.52,-3.33,-17.4,-49.92,-34.04,-32.98,-58.79,,,,,,unknown
KMI,2015-08-17,18.67,19.58,-4.65,-25.05,-43.84,-27.02,-37.78,-58.34,,,,,,unknown
KMI,2020-03-09,10.32,12.41,-16.8,6.71,-10.09,19.37,40.6,-17.69,,,,,,unknown
EMR,2015-07-04,40.51,41.07,-1.35,-11.56,-16.46,3.19,18.81,-18.37,,,,,,unknown
EMR,2016-04-02,41.74,41.76,-0.06,0.15,-0.37,14.15,31.56,-6.59,,,,,,unknown
EMR,2016-04-30,41.33,41.98,-1.54,1.8,-5.66,14.47,37.09,-5.66,,,,,,unknown
EMR,2016-07-30,42.07,42.45,-0.89,-7.33,12.74,17.62,41.64,-7.33,,,,,,unknown
EMR,2016-10-01,41.59,42.78,-2.79,8.05,14.58,24.96,57.54,-6.24,,,,,,unknown
EMR,2019-08-10,49.69,50.08,-0.77,28.05,28.89,24.28,89.6,-22.18,,,,,,unknown
EMR,2020-03-07,44.14,53.46,-17.42,23.08,37.22,88.65,94.3,-12.4,,,,,,unknown
EMR,2020-06-20,53.02,53.95,-1.71,8.2,35.44,64.43,43.57,-0.17,,,,,,unknown
EMR,2020-07-04,52.93,54.07,-2.11,17.85,38.79,67.47,41.43,0.0,,,,,,unknown
EMR,2022-09-17,68.93,69.46,-0.77,30.13,13.58,34.62,48.82,-0.84,,,,,,unknown
CSX,2015-12-05,7.36,7.52,-2.08,2.23,5.63,48.71,128.77,-12.83,,,,,,unknown
CSX,2016-03-19,7.55,7.63,-1.01,-1.11,14.79,80.99,115.39,-5.23,,,,,,unknown
CSX,2016-04-30,7.55,7.68,-1.76,10.21,19.79,105.21,138.1,-3.98,,,,,,unknown
CSX,2016-06-18,7.46,7.73,-3.47,16.07,44.26,108.8,160.87,0.0,,,,,,unknown
CSX,2020-03-14,15.34,17.37,-11.66,36.82,61.19,84.35,123.72,0.0,,,,,,unknown
CSX,2022-09-24,25.34,26.24,-3.44,16.66,13.15,17.04,33.25,0.0,,,,,,unknown
CSX,2023-03-18,27.05,27.17,-0.45,16.31,11.24,34.04,7.67,0.0,3413000000.0,,,True,,positive_unknown_trend
CSX,2023-10-21,28.2,28.48,-0.99,21.45,17.02,15.36,27.23,0.0,3413000000.0,,,True,,positive_unknown_trend
CSX,2024-12-14,31.24,31.46,-0.69,-6.78,1.49,16.44,,-14.22,3257000000.0,3413000000.0,-4.6,True,False,positive_declining
CSX,2025-01-04,31.18,31.5,-1.04,-11.5,8.19,12.54,,-14.03,2718000000.0,3257000000.0,-16.5,True,False,positive_declining
CSX,2025-02-22,31.4,31.56,-0.49,-0.91,2.4,35.5,,-14.65,2718000000.0,3257000000.0,-16.5,True,False,positive_declining
MDLZ,2018-04-14,33.28,33.33,-0.15,6.41,5.41,27.81,39.36,-3.02,,,,,,unknown
MDLZ,2018-10-20,33.66,34.17,-1.49,7.2,26.86,34.44,47.49,-0.55,,,,,,unknown
MDLZ,2018-12-15,34.14,34.48,-0.99,21.56,37.42,39.17,49.82,-1.94,,,,,,unknown
MDLZ,2020-03-14,37.34,38.2,-2.24,22.06,32.0,37.19,48.4,0.0,,,,,,unknown
MDLZ,2024-11-30,60.45,61.04,-0.96,8.62,6.81,-10.0,,-9.8,3602000000.0,3002000000.0,20.0,True,True,positive_growing
MDLZ,2025-08-02,60.78,62.59,-2.9,-6.78,-1.25,,,,3523000000.0,3602000000.0,-2.2,True,False,positive_declining
AEP,2021-02-20,62.41,62.42,-0.02,15.87,21.31,23.75,29.45,0.0,,,,,,unknown
AEP,2023-05-20,74.15,75.24,-1.45,-2.55,-2.47,12.91,35.47,-11.32,-1484400000.0,,,False,,negative
AEP,2023-06-17,75.27,75.33,-0.09,-4.19,-1.62,8.83,31.99,-12.64,-1484400000.0,,,False,,negative
AEP,2023-07-29,73.24,75.43,-2.91,-0.85,-1.09,30.78,51.42,-10.22,-1484400000.0,,,False,,negative
AEP,2023-12-16,74.05,74.93,-1.18,4.39,10.62,20.09,53.4,-4.63,-1484400000.0,,,False,,negative
AEP,2024-01-13,71.58,75.04,-4.61,9.61,22.44,30.26,66.28,-1.34,-2494000000.0,-1484400000.0,-68.0,False,False,negative
EOG,2015-08-01,53.75,54.75,-1.82,15.83,-8.66,23.31,24.57,-14.46,,,,,,unknown
EOG,2015-08-15,54.55,55.0,-0.82,10.6,-6.45,23.66,14.11,-15.72,,,,,,unknown
EOG,2015-09-19,53.04,55.51,-4.45,1.06,2.55,24.39,31.95,-13.32,,,,,,unknown
EOG,2015-12-05,54.68,56.82,-3.76,0.66,9.44,43.36,36.14,-15.92,,,,,,unknown
EOG,2016-04-30,57.73,58.46,-1.25,14.82,17.11,16.32,47.75,-0.04,,,,,,unknown
EOG,2016-05-28,58.48,58.92,-0.74,11.76,30.63,13.3,50.53,0.0,,,,,,unknown
EOG,2016-07-16,59.53,59.63,-0.17,16.13,30.68,15.53,52.88,0.0,,,,,,unknown
EOG,2017-06-10,65.4,65.42,-0.03,5.51,11.73,29.86,-2.4,-4.83,,,,,,unknown
EOG,2017-07-01,65.35,65.55,-0.32,8.97,27.29,41.55,1.59,-4.74,,,,,,unknown
EOG,2017-08-05,65.53,65.71,-0.26,18.34,13.4,39.56,-8.93,-5.02,,,,,,unknown
EOG,2018-12-15,65.12,69.73,-6.61,7.6,6.31,-4.15,-38.13,-25.59,,,,,,unknown
EOG,2019-02-02,69.19,69.93,-1.06,2.92,-13.74,-18.58,-35.92,-29.96,,,,,,unknown
EOG,2019-03-02,64.65,69.94,-7.56,-1.92,-11.1,-35.2,-9.67,-25.87,,,,,,unknown
EOG,2019-04-27,68.13,70.26,-3.02,-8.99,-21.14,-49.99,-14.88,-61.3,,,,,,unknown
EOG,2019-05-11,69.72,70.36,-0.91,-18.12,-20.42,-47.72,-6.7,-62.18,,,,,,unknown
EOG,2021-07-10,58.2,62.37,-6.68,23.45,49.56,42.74,85.28,-11.2,,,,,,unknown
EOG,2025-04-05,104.66,104.8,-0.14,14.4,1.31,,,,5771000000.0,5155000000.0,11.9,True,True,positive_growing
EOG,2025-05-24,105.65,106.4,-0.71,15.92,1.12,,,,5771000000.0,5155000000.0,11.9,True,True,positive_growing
EOG,2025-09-27,108.74,111.03,-2.07,-2.28,,,,,5771000000.0,5155000000.0,11.9,True,True,positive_growing
CL,2018-04-21,55.31,55.31,-0.0,0.77,-9.34,9.91,12.76,-9.43,,,,,,unknown
CL,2018-08-04,54.7,55.57,-1.56,-1.84,1.75,12.12,22.46,-8.43,,,,,,unknown
CL,2018-08-25,55.52,55.66,-0.24,-3.72,0.72,14.53,25.61,-9.78,,,,,,unknown
CL,2018-09-29,54.1,55.74,-2.94,-7.41,6.37,14.24,25.71,-7.41,,,,,,unknown
CL,2019-03-02,55.37,55.72,-0.63,13.93,15.69,13.7,22.04,0.0,,,,,,unknown
CL,2019-11-09,57.28,57.36,-0.14,16.25,5.15,31.67,23.11,-5.9,,,,,,unknown
CL,2020-03-14,53.9,57.91,-6.93,18.89,23.62,23.59,21.71,0.0,,,,,,unknown
CL,2022-09-24,64.6,66.34,-2.62,12.9,8.36,3.84,54.96,-1.79,,,,,,unknown
CL,2023-01-21,66.68,67.67,-1.46,12.18,6.98,18.65,27.9,-1.78,1860000000.0,,,True,,positive_unknown_trend
